질문 index,turn number,질문 카테고리 2단계,질문지,기대 행동,정답지,평가,평가 원인,평가 결과,응답 json 경로
ROB-050,1,강건성 > 비정형 표현,구리 -> Ball -> 10mm -> 5날 ; regex로 놓치면 안됨,"띄어쓰기, 한영 혼용, 기호, 오타성 문장이 있어도 핵심 필터를 최대한 복원해야 한다. 정규식 한두 개로만 처리하지 말고 실제 의도 기반으로 필터 적용 또는 짧은 재질문을 해야 한다.","필수 필터/의도: workPieceName=Copper, toolSubtype=Ball, diameterMm=10, fluteCount=5 | 기대 결과: 비정형 문장에서도 필터 인식",통과,"필수 필터 적용 확인: workPieceName=Copper, toolSubtype=Ball, diameterMm=10, fluteCount=5","purpose=question | filters=workPieceName=Copper, toolSubtype=Ball, diameterMm=10, fluteCount=5",responses/ROB-050/turn_01.json
STN-001,1,단일턴 비필터 > 불완전 발화,3날로,질문이 단편적이어도 기본적으로 맥락 상 필터링으로 인식해야 한다. 기존 세션을 파악하고 필터링을 적용해야한다,필수 필터/의도: fluteCount=3 | 기대 결과: 비정형 문장에서도 필터 인식,통과,필수 필터 적용 확인: fluteCount=3,purpose=question | filters=fluteCount=3,responses/STN-001/turn_01.json
STN-002,1,단일턴 비필터 > 불완전 발화,알루컷은,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",ALU-CUT 언급은 브랜드 설명 요청 또는 미완성 발화로 보고 brand 필터로 확정하지 않음 | 기대 결과: 필터 미적용 + 설명 또는 명확화 질문,통과,필터를 확정하지 않고 명확화 질문으로 응답했습니다.,purpose=general_chat | filters=none | source=internal_db | explanation=알루컷은,responses/STN-002/turn_01.json
STN-003,1,단일턴 비필터 > 불완전 발화,알루컷으로,질문이 단편적이어도 기본적으로 맥락 상 필터링으로 인식해야 한다. 기존 세션을 파악하고 필터링을 적용해야한다,필수 필터/의도: brand=ALU-CUT for Korean Market | 기대 결과: 비정형 문장에서도 필터 인식,통과,필수 필터 적용 확인: brand=ALU-CUT for Korean Market,purpose=question | filters=brand=ALU-CUT for Korean Market,responses/STN-003/turn_01.json
STN-004,1,단일턴 비필터 > 불완전 발화,볼형은,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",Ball 언급은 형상 설명 요청 또는 미완성 발화로 보고 toolSubtype 필터로 확정하지 않음 | 기대 결과: 필터 미적용 + 설명 또는 명확화 질문,실패,설명 요청인데 필터가 변경되었습니다: toolSubtype=Ball,purpose=question | filters=toolSubtype=Ball,responses/STN-004/turn_01.json
STN-005,1,단일턴 비필터 > 불완전 발화,볼로,질문이 단편적이어도 기본적으로 맥락 상 필터링으로 인식해야 한다. 기존 세션을 파악하고 필터링을 적용해야한다,필수 필터/의도: toolSubtype=Ball | 기대 결과: 비정형 문장에서도 필터 인식,통과,필수 필터 적용 확인: toolSubtype=Ball,purpose=question | filters=toolSubtype=Ball,responses/STN-005/turn_01.json
STN-006,1,단일턴 비필터 > 불완전 발화,TiAlN은?,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",TiAlN 언급은 코팅 설명 요청으로 보고 coating 필터로 확정하지 않음 | 기대 결과: 필터 미적용 + 설명,실패,설명 요청인데 필터가 변경되었습니다: coating=TiAlN,purpose=question | filters=coating=TiAlN,responses/STN-006/turn_01.json
STN-007,1,단일턴 비필터 > 불완전 발화,8mm면,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",8mm 언급은 직경 설명 요청 또는 미완성 발화로 보고 diameter 필터로 확정하지 않음 | 기대 결과: 필터 미적용 + 명확화 질문,실패,설명 요청인데 필터가 변경되었습니다: diameterMm=8,purpose=question | filters=diameterMm=8,responses/STN-007/turn_01.json
STN-008,1,단일턴 비필터 > 불완전 발화,8mm,질문이 단편적이어도 기본적으로 맥락 상 필터링으로 인식해야 한다. 기존 세션을 파악하고 필터링을 적용해야한다,필수 필터/의도: diameterMm=8 | 기대 결과: 비정형 문장에서도 필터 인식,통과,필수 필터 적용 확인: diameterMm=8,purpose=question | filters=diameterMm=8,responses/STN-008/turn_01.json
STN-009,1,단일턴 비필터 > 불완전 발화,미주 재고는?,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",미주 재고 언급은 국가 필터 적용이 아니라 의미 설명 요청으로 해석 | 기대 결과: 필터 미적용 + 설명,실패,"설명 요청인데 필터가 변경되었습니다: countryCode=AMERICA, totalStock>=1","purpose=question | filters=countryCode=AMERICA, totalStock>=1",responses/STN-009/turn_01.json
STN-010,1,단일턴 비필터 > 불완전 발화,코너래디어스는,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",Corner Radius 언급은 형상 설명 요청 또는 미완성 발화로 보고 필터 미적용 | 기대 결과: 설명 또는 명확화 질문,통과,필터를 확정하지 않고 명확화 질문으로 응답했습니다.,purpose=general_chat | filters=none | explanation=코너래디어스는,responses/STN-010/turn_01.json
STN-011,1,단일턴 비필터 > 불완전 발화,Y코팅은?,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",Y-Coating 언급은 코팅 설명 요청으로 해석 | 기대 결과: 필터 미적용 + 설명,실패,설명 요청인데 필터가 변경되었습니다: coating=Y-Coating,purpose=question | filters=coating=Y-Coating,responses/STN-011/turn_01.json
STN-012,1,단일턴 비필터 > 불완전 발화,4날이요,질문이 단편적이어도 기본적으로 맥락 상 필터링으로 인식해야 한다. 기존 세션을 파악하고 필터링을 적용해야한다,필수 필터/의도: fluteCount=4 | 기대 결과: 비정형 문장에서도 필터 인식,통과,필수 필터 적용 확인: fluteCount=4,purpose=question | filters=fluteCount=4,responses/STN-012/turn_01.json
STN-013,1,단일턴 비필터 > 불완전 발화,구리 가공은,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",구리 가공 언급은 소재 설명 요청 또는 미완성 발화로 보고 material 필터로 확정하지 않음 | 기대 결과: 필터 미적용 + 설명 또는 명확화 질문,실패,설명 요청인데 필터가 변경되었습니다: workPieceName=Copper,purpose=question | filters=workPieceName=Copper,responses/STN-013/turn_01.json
STN-014,1,단일턴 비필터 > 설명/비교,3날로 가공하면 어떤 장단점이 있어?,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",3날 언급은 설명 대상일 뿐 fluteCount 필터로 적용하지 않음 | 기대 결과: 필터 미적용 + 설명형 응답,통과,설명형 응답이 확인됩니다.,purpose=general_chat | filters=none | explanation=3날로 가공하면 어떤 장단점이 있어?,responses/STN-014/turn_01.json
STN-015,1,단일턴 비필터 > 설명/비교,ALU-CUT은 어떤 제품군인지 설명해줘,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",ALU-CUT 언급은 브랜드/제품군 설명 요청이지 brand 필터 적용이 아님 | 기대 결과: 필터 미적용 + 설명형 응답,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=ALU-CUT은 어떤 제품군인지 설명해줘,responses/STN-015/turn_01.json
STN-016,1,단일턴 비필터 > 설명/비교,Ball 형상은 언제 쓰는 거야?,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",Ball 언급은 형상 설명 요청이지 toolSubtype 필터 적용이 아님 | 기대 결과: 필터 미적용 + 설명형 응답,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=Ball 형상은 언제 쓰는 거야?,responses/STN-016/turn_01.json
STN-017,1,단일턴 비필터 > 설명/비교,TiAlN 코팅이 DLC랑 어떻게 달라?,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.","TiAlN, DLC 언급은 비교 설명 대상일 뿐 코팅 필터를 새로 걸지 않음 | 기대 결과: 필터 미적용 + 비교 설명",통과,비교 설명 응답이 확인됩니다.,purpose=general_chat | filters=none | source=mixed | explanation=TiAlN 코팅이 DLC랑 어떻게 달라?,responses/STN-017/turn_01.json
STN-018,1,단일턴 비필터 > 설명/비교,직경 8mm는 보통 어떤 작업에서 많이 써?,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",8mm 언급은 용도 설명 요청이지 diameter 필터 적용이 아님 | 기대 결과: 필터 미적용 + 설명형 응답,통과,설명형 응답이 확인됩니다.,purpose=general_chat | filters=none | explanation=직경 8mm는 보통 어떤 작업에서 많이 써?,responses/STN-018/turn_01.json
STN-019,1,단일턴 비필터 > 설명/비교,미주 재고 기준이 정확히 뭘 뜻해?,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",미주 재고 언급은 country 필터 적용이 아니라 정책/표현 설명 요청 | 기대 결과: 필터 미적용 + 설명형 응답,통과,mixed 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=mixed | explanation=미주 재고 기준이 정확히 뭘 뜻해?,responses/STN-019/turn_01.json
STN-020,1,단일턴 비필터 > 설명/비교,Corner Radius 형상은 Square랑 뭐가 달라?,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.","Corner Radius, Square 언급은 비교 설명 대상일 뿐 형상 필터를 걸지 않음 | 기대 결과: 필터 미적용 + 비교 설명",통과,비교 설명 응답이 확인됩니다.,purpose=general_chat | filters=none | explanation=Corner Radius 형상은 Square랑 뭐가 달라?,responses/STN-020/turn_01.json
STN-021,1,단일턴 비필터 > 설명/비교,Y-Coating은 어떤 소재에서 강점이 있어?,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",Y-Coating 언급은 코팅 설명 요청으로 해석 | 기대 결과: 필터 미적용 + 설명형 응답,통과,내부 DB 기반 설명이 확인됩니다.,purpose=general_chat | filters=none | source=internal_db | explanation=Y-Coating은 어떤 소재에서 강점이 있어?,responses/STN-021/turn_01.json
STN-022,1,단일턴 비필터 > 설명/비교,4날 공구는 왜 쓰는지 간단히 알려줘,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",4날 언급은 fluteCount 설명 요청이지 필터 적용이 아님 | 기대 결과: 필터 미적용 + 설명형 응답,통과,설명형 응답이 확인됩니다.,purpose=general_chat | filters=none | explanation=4날 공구는 왜 쓰는지 간단히 알려줘,responses/STN-022/turn_01.json
STN-023,1,단일턴 비필터 > 설명/비교,구리 가공할 때 주의할 점 설명해줘,"질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",구리 언급은 소재 설명 요청이지 material 필터 적용이 아님 | 기대 결과: 필터 미적용 + 설명형 응답,통과,설명형 응답이 확인됩니다.,purpose=general_chat | filters=none | explanation=구리 가공할 때 주의할 점 설명해줘,responses/STN-023/turn_01.json
STN-024,1,단일턴 비필터 > 장문/구어체,"나는 알루미늄 재료를 깎고 싶어서 ALU-CUT 제품군들을 보고 싶다는 생각은 있는데, 지금은 추천 결과를 바꾸려는 게 아니라 ALU-CUT이 어떤 특징의 제품군인지 먼저 이해하고 싶어.","질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.",ALU-CUT과 알루미늄 언급이 있더라도 현재 의도는 설명 요청이므로 새 필터로 확정하지 않음 | 기대 결과: 필터 미적용 + 설명형 응답,통과,내부 DB 기반 설명이 확인됩니다.,"purpose=general_chat | filters=none | source=internal_db | explanation=나는 알루미늄 재료를 깎고 싶어서 ALU-CUT 제품군들을 보고 싶다는 생각은 있는데,",responses/STN-024/turn_01.json
STN-025,1,단일턴 비필터 > 장문/구어체,"추천을 바로 좁히자는 뜻은 아니고, 3날이랑 4날이 실제로 어떤 차이가 나는지 감부터 잡고 싶어.","질문이 설명/비교 요청에 가까우면 섣불리 필터를 걸지 말고, 의미를 설명하거나 필요한 경우에만 짧게 의도를 확인해야 한다. 기존 세션이 있더라도 새 필터로 확정하지 않는다.","3날, 4날 언급은 비교 설명 대상일 뿐 fluteCount 필터를 새로 적용하지 않음 | 기대 결과: 필터 미적용 + 비교 설명",통과,비교 설명 응답이 확인됩니다.,"purpose=general_chat | filters=none | explanation=추천을 바로 좁히자는 뜻은 아니고, 3날이랑 4날이 실제로 어떤 차이가 나는지 감부터 ",responses/STN-025/turn_01.json
